Date,Username,Name,Location,Followers,Text
2020-04-19 23:29:47,@UnkindG,UnkindG,In the Middle of Nowhere ,2270,"Its crazy to think that with COVID-19 being non-symptomatic or having a long incubation period before you ""feel sick""...  If 1 single person is there, more than 50% of those people are currently sick and the craziest part about it.... they don't even know it.  😅😅😅 https://t.co/HDdNBEKs6n"
2020-04-19 23:29:47,@poeboston,Dan Currie,Boston,1617,ICYMI @nytimesbooks: A New Book Argues That Generic Drugs Are Poisoning Us https://t.co/NQn0XW4gPD &gt; #bospoli #mapoli #greed #corruption #medicine #inequality #publichealth #covid19 #coronavirus #pandemic @PhRMA @US_FDA @CDCgov @WHO
2020-04-19 23:29:46,@Beefybus,Stay Home And Live Longer,Texas,659,"We need 6 weeks of total lockdown. One person at a time leaves their house and only to go to the store. Must have mask and gloves. Everything closes at 6 every day. Do that for 6 weeks and we'll be fine. Don't do it and we'll deal with COVID-19 for a long, long time."
2020-04-19 23:29:46,@finlas,elize,,21,@NicolaSturgeon I’m not a fan of the Sunday Times but I did accept and believe the article on Sunday re the Uk Governments mismanaged approach to COVID-19  Please act and determine a strategy for Scotland .
2020-04-19 23:29:46,@MidnX,Jane,In a hammock.,147,https://t.co/WUslr5PSnq https://t.co/uK1QoUbHEw https://t.co/342DaUvqIf https://t.co/GztFJfvvmw https://t.co/rBqfDnVuKM https://t.co/yUamXbkOeD https://t.co/mHrehZtlHd https://t.co/n15UFVg0LX https://t.co/pSjcVjUQ0S petty https://t.co/R09WkEc9bD
2020-04-19 23:29:45,@DenJohn49,Den 📷,,72,"Suddenly a young family came around the corner. Rather than move away to maintain #SocialDistancing , they stayed on the path and passed within a metre of me and my more elderly wife. They may think they'll survive #coronavirus - we don't have that confidence! ....."
2020-04-19 23:29:45,@for_munch,MunchForWellness,Internet,7,🍏7 Best Foods For Strong Healthy Lungs  🦠 Boost Your Lung Health Against COVID-19 https://t.co/BFKEKLq7np #cleanselungs #clearmucus #foodforlungs #detoxlungs #foodismedicine
2020-04-19 23:29:44,@SharpTusk,Sharp Williams,"Little Rock, AR",7276,"@Hogtrough Last thing. 45 years experience as an infectious disease investigator elaborates on models, masks, expectations etc. https://t.co/Rfu6klsc0O"
2020-04-19 23:29:44,@Bitprimeco,BITPRIME.CO,,93,Cybercrime Reports Increased by 2 to 3 Times Amid COVID-19 https://t.co/axIovaeVzS https://t.co/fAkjbD1zBI
2020-04-19 23:29:44,@r_rebuild,twitt r rebuild,,302,@ZubSpike @FFroodle Case in point this COVID-19 has been in the planning for over 3 years by the Establishment the UN the WHO the Clinton and Gates Foundation with the CCP the deliverer! .. This statement 2017 follows Gates warning in 2015 But in July 2019 this https://t.co/lC5ZFhJ9Ir
2020-04-19 23:29:43,@davidtmccarty,David Todd McCarty,"Goshen, NJ",1795,"Let’s be honest. If a bunch of these idiots protesting social distancing don’t get sick and die, a lot of us are going to be a little pissed. #coronavirus #protests https://t.co/kjMfx3iYQB"
2020-04-19 23:29:43,@Thewendyfeldman,wendy feldman #stayhome,Home isolating,4773,#trump just admitted he has a SHIT list...of governors. 1-2-3-4...some are “wise guys”. What a wanna be mob boss...#coronavirus
2020-04-19 23:29:43,@kwazet,Kwazet,Los Angeles,133,"Well, this opening closing ""great relationships with the governors"" free association is not confusing at all! #TrumpPressConference #COVID19 #coronavirus #TestingTestingTesting #TrumpLiesAmericansDie"
2020-04-19 23:29:42,@not2daymfz,Kum-by-Nah Nation,"Buckle Of The Lynch Belt, OK",10426,I hate donald trump.  So much time &amp; so many death's that may have been avoided. I hate him now &amp; forever. #MAGAts you breathed life to this shit. #NeverForget #Oklahoma #China @SenateGOP #OPENAMERICANOW? #StayAtHomeAndStaySafe @WHO #COVID19 #coronavirus #pandemic #deplorables https://t.co/ewx5NJzE4l
2020-04-19 23:29:42,@OCCoastalProp,Georgina Jacobson,"Newport Beach, CA USA",144,"In case you missed it, you can still watch Coldwell Banker President &amp; CEO’s conversation about the real estate market during COVID-19. Head to the link in bio or type in URL to watch.   DRE 01176109 |… https://t.co/iShn0z2owR"
2020-04-19 23:29:42,@GhpeltonMd,Gregory,,118,Helpful tips for all family members and especially those caring for and supporting our older adults at high risk @ICmedonline #StayHomeSaveLives  Coronavirus Disease 2019 (COVID-19) https://t.co/KLhbgzo4QR via @CDCgov
2020-04-19 23:29:42,@TomSullBoston,Thomas Sullivan,"Boston, MA",1736,“The Art of Ducking the Question” 🤡 @realDonaldTrump 🤦🏻‍♂️ #TrumpGenocide #TrumpLiesAmericansDie #TrumpPressConf #COVID19 #COVIDIOTS #COVIDー19 #coronavirus https://t.co/ItKiICOHdS
2020-04-19 23:29:42,@mosglorum,MOSGLORUM,United States,680,"@WhiteHouse @realDonaldTrump @realDonaldTrump ,HAVE A DEAL ? WHO WOULD SAY THAT ? "" MASTER OF THE DEAL "" ...MONKEY BUSINESS ...LOL TRUST ME COVID-19 WILL GO POOF .... REALLY ! https://t.co/LEJjb8Elf8"
2020-04-19 23:29:42,@HLNF_Bulletin,Heartland Newsfeed,"Nokomis, IL",759,We are living in uncertain times. The current COVID-19 coronavirus pandemic has changed the way that we are having to go about our lives.  #COVID19 #COVID19coronavirus https://t.co/vUVrWoMXKH https://t.co/nSyHEhxP5o
2020-04-19 23:29:41,@MaceNewsMacro,Mace News,,281,"Pres Trump Q&amp;A: Michigan probably went too far with restrictions. ""Going to be safe."" A couple of governors are ""wise guys"" and would never be satisfied. Defends ""Liberate"" tweets. #Trump #coronavirus @anthonymace"
2020-04-19 23:29:41,@AzuaI21,Zoo,"Watsonville, CA",197,Check out Battlefield covid 19 https://t.co/TYExiNYaXV LIVE LADIES AND GENTS
2020-04-19 23:29:40,@manperez,Manny: Manuel Perez,New York City,141,Fill out your Census forms! It is critical to be counted!  COVID-19 Contributing To Low Census Response Rate In NYC So Far https://t.co/3Q0aGQuBBl via @gothamist
2020-04-19 23:29:39,@TVNewsman,Al Girard,"Edmonton, Alberta, Canada",843,I see #Trump is holding his daily rant. #Covid_19 #Pandemic #usaCoronavirus  #USA
2020-04-19 23:29:39,@GASANTWITER,GASAN ASAFI,,451,"Mike Hosking: We're on top of Covid-19 coronavirus, so let's get on with it   https://t.co/lpvMTVoRBJ"
2020-04-19 23:29:39,@dcexaminer,Washington Examiner,"Washington, DC",225973,"""I had a G7 call and their economies are in tatters, they're shattered...  Look what happened to Spain.   How incredible. It's just been shattered. And so many other countries are shattered.""  — @realDonaldTrump at the COVID-19 briefing. https://t.co/Nygggiw6NZ"
2020-04-19 23:29:39,@katia0,kazi,"Athens, Greece ",1221,"To those struggling to save our lives. Support the national health care systems.  Protective equipment for all health care workers.   (Photo of mural found on Twitter, unknown artist)  #COVIDー19 #nurses #Doctors #NursesCOVID19 #coronavirus #healthcare #HealthCareWorkers https://t.co/k34EoNLUWs"
2020-04-19 23:29:38,@KenKimsey,KenKimsey,"Atlanta, GA",346,"Today's #Covid-19 briefing is truly a Nuremberg Rally, not worthy of live, unfiltered coverage by @MSNBC or @CNN. Grievance, snark, historic revisionism, exaggerated testing numbers. Open mic night at the White House must end. Were is Fauci? https://t.co/k1lH0NPTYD"
2020-04-19 23:29:38,@Kegan05,DUMP TRUMP,NorthWest USA,15917,"""Fox announced last week that #Pelosi would appear on its Sunday morning political talk show to ""discuss the current state of the U.S. amid the #coronavirus #pandemic, #negotiations to #revive the #smallbusiness loan program &amp; much more.""  If Trump doesn't like it, he can #ESAD!"
2020-04-19 23:29:38,@CeleryCaraway,Celery Caraway,"San Francisco, CA",1809,"We need a #PeoplesBailout where health is the top priority, for all people, with no exceptions. Join me demanding Congress support 5 principles of just COVID-19 relief: https://t.co/yeLblPZYvD"
2020-04-19 23:29:37,@jEdHmAy,Jorge Dávila,"Columbus, OH",1194,Good morning my neighbors ☀️ #cacique #ron #staydrunk #StayHome #coronavirus https://t.co/PF1fUExM7C
2020-04-19 23:29:37,@tribunephl,Daily Tribune,Makati City,3759,New York passes virus ‘high point’ - https://t.co/dCs2khS1Ob #tribunecovid19watch #Covid19 #pandemic #coronavirus #US #NY
2020-04-19 23:29:36,@ljblank,Lisa Blank,"Watertown, NY",2287,A sobering reminder to be thankful!  The very conditions that allow us to exist will cease to exist one day. #COVID19 #coronavirus #Sustainability #survival https://t.co/ZCvu1qBthu
2020-04-19 23:29:36,@IvLynn,RickyLynnIV,405,58,Until doctors and scientists find a cure for #coronavirus and #cancer they should get paid minimum wage or paid based on job performance...#medicalmalpractice  #pagingdoctordumbass
2020-04-19 23:29:36,@shellielopez,Shelly Lopes,Miami,3233,@99freemind Trudeau Government Funding Research Project That’s Partnering With Chinese Lab Where COVID-19 May Have Started  https://t.co/EmGMM8KaXS
2020-04-19 23:29:36,@Passion_Comp3,Comp_Passion(III),,342,"@SMCHealth So we are being FORCED to wear “masks” that don’t protect from a virus? As a civilian, I would wear either a cloth/sponge mask. Honestly, this is nonsensical and dictatorial. #coronavirus https://t.co/A4a6vfMFMN"
2020-04-19 23:29:35,@BradHubert,Brad,Arizona ,4893,Everybody complaining about needing a #Haircut and I'm thinking this is the best chance ever to grow out my hair. #pandemic #coronavirus #StayHome
2020-04-19 23:29:35,@evanjweiner,evanjweiner,"new york, ny",1127,"I suppose they will talk about 2021 and beyond, if there is a 2021 with COVID 19 around. #covid19 #sportsjournalism #sportsnews #sportsmedia #sportsmanagement #sportsbiz #sports #sportsevents #sportsentertainment #sportsbusiness #s…https://t.co/1Suc2EdimW https://t.co/F57jvFroPQ"
2020-04-19 23:29:35,@thebaldgeek,thebaldgeek,"Temecula, California",187,"If you are a @raspishake owner and have been wanting to see what difference the lockdown has made on cultural noise on your shake, there is a rough 'how-to' thread on the  forums here; https://t.co/Fd3454TpDC I am 5 hours into it and have not got a graph yet. YMMV."
2020-04-19 23:29:34,@monkeycageblog,Monkey Cage,,49996,"Iraq is trying to form a government. But the outbreak of covid-19 challenges the country’s fragile public health sector and the decline in oil prices will make it harder for leaders to pay the public salaries, @renadmansour @ChathamHouse writes.    https://t.co/z0SMjmUicJ"
2020-04-19 23:29:34,@FanSidedMMA,FanSided MMA,,3791,Cris Cyborg (@criscyborg) is selling COVID-19 face masks to benefit at-risk children's programs in Brazil   MORE INFO: https://t.co/7Mv9VsK2F4 https://t.co/9fgiwMRZ8u
2020-04-19 23:29:34,@adg38,adg38,,11,The underpaid and unprotected women leading the Covid-19 war  https://t.co/3QeBGHRH5q
2020-04-19 23:29:33,@ChrisSteelMLA,Chris Steel,Canberra,1570,"If you've lost your job or been stood down due to COVID-19 - the $20M Jobs for Canberrans fund will provide secure, short-term employment opportunities with the ACT Public Service from now until June 2021. Register👇 https://t.co/svQMXBFCQG #Canberra https://t.co/zMSZ7xj0ph"
2020-04-19 23:29:33,@Andrea58746547,Concerned over Coronavirus,uk,20,"my friend has just been tested positive covid-19 and she is a nurse , her husband also ill -shes very worried ,"
2020-04-19 23:29:32,@IanMCohen,Ian,Guess,4129,@cmiketrus @Dirtbag900 @GovInslee A protester’s chances of catching covid-19 aren’t zero.
2020-04-19 23:29:32,@ventochy,Gabriel,"Abuja, Nigeria",212,86 #covid19 cases have been confirmed in Nigeria for d day! Very scared now. Chioma 70 in Lagos Kano #Day25ofLockdown https://t.co/QBwfhjYzHx
2020-04-19 23:29:32,@ImmuSci,Imm Sci,"California, USA",10,@Yamiche Let’s see how many COVID-19 cases will come out of these “proper” gatherings.
2020-04-19 23:29:31,@forahouseboy,Emmanuel Matteer Jr.,"Houston, TX USA",2718,"Sorry #coronavirus, aka #COVID19...a little #Sunday with some blooming #flowers can't stop a one from breathing a little fresh air...even during a #lockdown...😷💉🦠🌼🌸 #TogetherAtHome #StayHome #Houstonlockdown https://t.co/hcXzVsNtrU"
2020-04-19 23:29:31,@WCBD,WCBD News 2,"Mount Pleasant, SC",68648,BREAKING: Employee at Goose Creek Lowe’s Home Improvement tests positive for COVID-19. https://t.co/gc6Iud67Nk
2020-04-19 23:29:31,@VirginiaforW,Virginia,"Richmond, VA",181,They have to kiss your ass to get PPE #Coronavirus
2020-04-19 23:29:31,@iLevelSports,iLevelSportsNetwork,"Silicon Valley, CA",479,"The Left Resorts To high school name calling as well instead of presenting research and a f**** #CURE — Pure Baloney”: Zoologist Debunks Trump’s COVID-19 Origin Theory, Explains Animal-Human Transmission | Democracy Now! https://t.co/uTRnPIsQgA"
2020-04-19 23:29:30,@Basketballisbes,Jim,Living the dream in Pardise,1308,Too good a place for somebody as “nasty” as DumbDumb Donnie. @realDonaldTrump needs to be locked up in a 6 x 6 in a super max in order to protect the survivors of his inept handling of the Covid-19.. https://t.co/TPkL2jpDeM
2020-04-19 23:29:30,@WakeanR,Wakean Russell,"Philadelphia, PA",0,@GovMurphy please read my story I am in Trenton State Prison maxing out on a five year sentence with 7 months left. Sick with COVID-19 and treated horrible
2020-04-19 23:29:30,@yorkspride,National conservative ✝,Yorkshire Great Britain,9541,Oh yes @patel4witham continues to allow hundreds of illegal migrants infected with #coronavirus into the UK every week. Pandemic ? Negligence ? https://t.co/fyHM6f8Xhn
2020-04-19 23:29:30,@KatetheRight62,KatetheRight,,24,"This👇  If we find a vaccine for COVID-19, it will be the first time ever for coronaviruses https://t.co/XTsilLs5gY"
2020-04-19 23:29:29,@EddieJayyMusic,Eddie Jayy,"Las Vegas, Nevada",2084,"No cap, I think the calories are more dangerous than the Covid. #2019nCoV #coronavirus #QuarantineLife"
2020-04-19 23:29:29,@SirLeoBDasilva,Leo Dasilva,,81916,"The only way Lagosians will stay in their houses and take this seriously is if you announce this thing by street and by estate. If you tell me for example that 2 people have Covid-19 in my estate, I won’t even bother answering anyone that tells me good morning or waves at me."
2020-04-19 23:29:28,@thepledgengr,The Pledge,Nigeria,9144,"Davido’s Fiancee, Chioma Recovers From COVID-19 https://t.co/gHOAA81De3"
2020-04-19 23:29:28,@applechompies,Kor,ASU,1118,I turned (COVID) 19 today https://t.co/sqZA3REeu1
2020-04-19 23:29:27,@lamark6547,Blue Globe on Brrrrr Ffffast Forward,"Virginia, USA",42,"@PeterAttiaMD https://t.co/GmswZN0LsR      Promise from blocking IL-6 with Tocilizumab (not a trial per se, but there it is.   Have talked with fellow practitioners in other areas who are trying as well."
2020-04-19 23:29:26,@lefttheparty,GOP IS PROTECTING A LAWLESS REGIME NOT AMERICA,,832,We just had 3 grocery stores in town have some employees infected by COVID-19. All 3 are on the side of town where most of the trump humpers live. Wonder how my congress critter feels about one being his wife's store to shop. 🤔
2020-04-19 23:29:26,@1Ghost87,Travis Walls,"Okemah, OK",0,"@SIMPLEMobile Simple Mobile isn't going to help any of us out! I'm done with this jackass company, can't even do a solid for any Americans that has been effected by COVID-19"
2020-04-19 23:29:26,@ShakebZia,Shakeb Zia,"New York, NY",6,"As if @Trump's COVID-19 response wasn't bad enough, Trump's 2017 Muslim Ban blocked 15,000 doctors that came from the seven countries who would've helped during the #coronavirus pandemic. https://t.co/iddn9lcOoZ"
2020-04-19 23:29:24,@fitgeek87,Chris Henderson,"Fresno, CA",17,"Covid-19 is rough on everybody but to all my Bodybuilding peeps IFBB/NPC. Take this time to recover your bodies from prep, nutrition, supplementation, injuries, stress, and whatever else you might be going through.… https://t.co/yrFWdRqXRz"
2020-04-19 23:29:24,@FT1965,nancy cronvich,,391,@ddale8 How is this part of a COVID-19 briefing??? Charge Trump for media time for Campaigning.
2020-04-19 23:29:24,@greenhearts_uk,Greenheart_uk,North Wales,1274,COVID-19 and nature are linked. So should be the recovery. https://t.co/Pvnjdldkee via @wef
2020-04-19 23:29:24,@IanStewartVital,Ian🌷Stewart-Vital🌻🌄⏳,,2405,@CobaltDaisy @sclinton60 So the Dems didn't fast track judicial nominees so they could go beg wealthy people for money? They haven't made it a point stop progressive legislation whenever possible if it appears it might be able to pass? Feinstein didn't sell stock due to COVID-19 instead of warning us?
2020-04-19 23:29:23,@tiredoftrump4,tired of trump,,101,The rightwing groups behind wave of protests against Covid-19 restrictions | Coronavirus outbreak | The Guardian https://t.co/r6cD5Ar7vg
2020-04-19 23:29:22,@godfree_kd,"former fetus 4 choice, she/her/hers",,829,"Sex and the #Coronavirus: Reader Questions, Answered . Will there be a baby boom in nine months? Is this a bad time to get pregnant? Could PrEP protect me? And should high-risk people abstain altogether?   #COVID19  https://t.co/RRvndmi2pH"
2020-04-19 23:29:21,@PhotoAmy33,Amy Kaplan,"Orange County, CA",6510,Cris Cyborg (@criscyborg) is selling COVID-19 face masks to benefit at-risk children's programs in Brazil   MORE INFO: https://t.co/RxsfXiDA3u https://t.co/2gvvt0FMiq
2020-04-19 23:29:21,@springkid73,springkid73,,45,@real_defender @realDonaldTrump Tell that to the dead people of COVID-19.
2020-04-19 23:29:21,@1finekitty,1finekitty VOTED BLUE ❄️🌊🔜,"I enjoy eating, pooping, & sleeping. Other interests include looking out the window.",11975,Thousands of Israelis brave COVID-19 health risks to protest against Netanyahu  https://t.co/Jfsnn2ZyhK
2020-04-19 23:29:20,@officialsuprgrl,Melissa,Earth,3653,Binge watching shows #coronavirus #TogetherAtHome and @UtopiaFallsTV is my choice @HumberlyG 🥰
2020-04-19 23:29:20,@Africa_Examiner,African Examiner,"Baltimore, USA",2231,COVID-19: Umahi Grants Amnesty to 33 Prisoners In Ebonyiv https://t.co/kt1fSO4xNV
2020-04-19 23:29:19,@davidanochie__,Papi Dave 🚀,"Lagos, Nigeria.",1526,I'm studying Medicine. It is long.  I'm studying in a Federal University. It is longer.   Im studying under ASUU. Even longer.  COVID 19 is playing Ludo with my destiny.
2020-04-19 23:29:19,@ljohnson816,Linda Johnson,"Kansas City, MO",337,Nobel winning scientist claims Covid-19 virus was man-made in Wuhan lab #SmartNews  https://t.co/CIyUGO5xiF
2020-04-19 23:29:19,@BA_Friedman,B. A. Friedman,Every clime and place,10137,The people with confederate flags are the bad guys. https://t.co/68DESoFfk8
2020-04-19 23:29:19,@AndreaRamolo,Andrea Ramolo,Canada,2844,Five days left to get your copy of Una Lettera as part of my fundraiser for the Italy COVID -19 Response Appeal. Get your copy here! https://t.co/FP08JQ9tKQ
2020-04-19 23:29:19,@badmanUSA,🇺🇸 badmanUSA 🇺🇸,,17311,"@DonaldJTrumpJr AGREED.  HATE-filled bias of these lefty bigots MUST be pushed back against by ALL Patriots!  Santiago wants GOP voters dying. GEEZ  Someone should remind her that the top 7 states for COVID-19 cases have Dem govs, and 6/7 have Dem legislatures!!  #WalkAway #Trump2020 #POTUS #KAG"
2020-04-19 23:29:19,@ttllydrvnradio,Totally Driven Radio,Worldwide at ,1882,Check out the brand spanking new episode of the #BaySick Show #podcast!! @TotallyTVNation @BayRagni   They discuss #coronavirus #quarantine #toiletpaper #protesting #sexandthecity #arrow @StephenAmell Nick's new wheelchair Bay's upcoming 50th Birthday    https://t.co/hP1UGhQw7n
2020-04-19 23:29:18,@val_tigress,TattooedVal,,3665,"Coronavirus: UK hospital deaths reach 16,060 after 596 more patients die | UK News | Sky News https://t.co/7AgsWdHkda"
2020-04-19 23:29:18,@Lananalula,Lula Rodriguez,"Key Biscayne, FL",451,"@realDonaldTrump Aw, your favorite children...your daughter, who you gave a senior federal job to, and have now appointed her to the Covid-19 Economic Recovery Committee, is Tweeting about making shadow puppets... you are all tone-deaf! https://t.co/NAlQiP41mz"
2020-04-19 23:29:17,@abujapress_,Abuja Press,Everywhere in The World,10061,Community Transmission: Tension grips FCT residents as 12 test positive for COVID-19 in Mabushi https://t.co/o9W12Om1rH
2020-04-19 23:29:16,@EricTysonMoney,EricTysonMoney,,148,"Possible good news: COVID-19 lethality not much different than flu, says new Stanford study.  https://t.co/PilSfJ09QM via @reason"
2020-04-19 23:29:16,@franklin19788,franklin Brown,Maryland,873,You can't watch this @60Minutes report on death by #coronavirus in New York City and take #endthelockdown seriously. #60Minutes https://t.co/JobZfNaNTC
2020-04-19 23:29:16,@CityDuncanville,City of Duncanville,"Duncanville, TX",624,"As of 10:00 am April 19, 2020, @DCHHS is reporting 104 additional positive cases of #COVID19, bringing the total case count in Dallas County to 2,428. https://t.co/AfatMpFMzw"
2020-04-19 23:29:15,@GlobalTimesNGR,Global Times Nigeria,Comfort of your home,615,"BREAKING: Nigeria Records 86 COVID-19 New Cases, Total Now 627  https://t.co/G66QkEKVA0  #DjKaywise 70 in Lagos Kano #FunkeAkindeleSpeaks Chioma NCDC https://t.co/bWG5tg1alC"
2020-04-19 23:29:14,@coffeebaristaa,Jennasizer,,479,"The #CoronaVirus is real, even though we cannot see it. But so is the most high God who has all the help that we need! #ThisTooShallPass #GodIsGood #BlessedSunday #BlessedAndGrateful https://t.co/rB6fWPB6ds"
2020-04-19 23:29:14,@Souplines,souplines,,52,New reporting states Trump knew in NOVEMBER about the  #coronavirus outbreak in Wuhan and warned the Israelis but didn’t warn us. #TrumpLiesAmericansDie
2020-04-19 23:29:13,@shortygal1978,Amanda Mills,Kitchener,28,@carmenwongtv @CTVKitchener Dont complain where my brother in law lives in windsor they have no bus service because of covid 19 you should be thankful grt is still running
2020-04-19 23:29:13,@Wexford1st1,WellyCo🚀,"Lagos, Nigeria",20,Trump said he don't trust my president about this COVID-19 Click here for the video link https://t.co/r7WLesUjCu #raceacrosstheworld #TogetherAtHome #TooHotToHandle #Uyajola99Sundays #Palghar #palgharlynching #day24oflockdown #GOT7 #JusticeForHinduSadhus #lockdown #COVID19 https://t.co/wwvbSqasvv
2020-04-19 23:29:13,@STPFreak,BrotherMatthew 🌊🇺🇸🌊🧙‍♀️⚜️, ,13610,"@PressSec @realDonaldTrump 40,524 deaths from COVID-19."
2020-04-19 23:29:12,@TXWebPerf,Micheal S Nathan,On Planet Earth,43,#coronavirus where ru... We hv a 2 candidates ready to go #TrumpVirus #MichiganMorons #COVID19 #lockdown https://t.co/4O7JOguNGM
2020-04-19 23:29:12,@aWorldofKC,Kevin Canfield,"Tulsa, Oklahoma",2020,"Great read from @JonesingToWrite: COVID-19 presents unique interpersonal challenges, but Tulsa hospital isn't in a New York state of operations. Here's why https://t.co/kV94Sb4L6Q via @tulsaworld"
2020-04-19 23:29:12,@OpenmindMark,Mark Stafford,,27,"@SmallRedOne @Smith_SM30 @mitchcham @stgoldst Given that Covid-19 is a respiratory disease, is it more likely that the first cross over happened via the airway? In which case the fact that it's from food market is just due to the concentration of people with animal, rather than the consumption of it?"
2020-04-19 23:29:12,@ClothesSafe,Safe&Clothes,,3,3 Steps against COVID-19  FOLLOW US!  #doctor #nurse #nurselife #help #bailouthumans #hero #usa #pandemic #rock @therock https://t.co/O9BVpKY5fB
2020-04-19 23:29:12,@KathMorrow90,💧 Kathryn Morrow,"UK, US, Australia mainly.",1569,"""The Australian medical system isn’t the NHS, but there are elements here of medicine being put on hold in case COVID-19 takes off.  While the public was hoarding toilet rolls, hospitals have been hoarding beds."
2020-04-19 23:29:12,@DavidJNeal,David Neal,"Here, now. Later, somewhere else.",3780,"Citing hellish conditions, COVID-19 cases, Florida suspends 2 nursing home administrators. First nursing home admins suspended for #coronavirus issues. #Florida #TheRona  https://t.co/tkfkplwDE5"
2020-04-19 23:29:11,@alexmackenziesf,Alex Mackenzie-Torres,"Noe Valley, San Francisco",860,@sanchezcastejon @AranchaGlezLaya extremely annoyed hearing @POTUS define the current COVID-19 situation like that for Spain... “shattered” https://t.co/ZMphhY7hHS
2020-04-19 23:29:11,@robmcbryde,Rob McBryde,"Monrovia, CA",1429,"Before and after #coronavirus #haircut at home. Business on the sides. Party on the top! Great job, @inesmcbryde! https://t.co/5u6nqFHNY2 https://t.co/V969By9myr"
2020-04-19 23:29:11,@ShadowB88750056,Shadow Bird,,1006,American flag is projected on the Matterhorn in Swiss Alps as show of solidarity amidst COVID-19  https://t.co/uYcArQyP39 via @LifeZette
2020-04-19 23:29:11,@PSuiteNetwork,Private Suite Network | John Cutler,NJ NYC Philly AC Central NJ,2827,The Heartbreaking Last Texts of a Hospital Worker on the Front Lines #Coronavirus #Covid19 #Doctors #Nurses #Hospitals #EssentialWorkers #EssentialEmployees #FrontLine #Republicans #Democrats #Congress #PPE #Funding #Masks #N95 https://t.co/OPVosQmGP3
2020-04-19 23:29:09,@DisabilityNTX,DSA-NTX Disability Caucus ♿🌹,"North Texas, USA",46,"We demand mass release from Dallas County Jail now!  As of April 15, 2020 42 people incarcerated at Dallas County Jail have confirmed cases of Covid-19 without personal protective equipment and testing, death is imminent.  #DecarcerateDallas #FreeThePeople #FreeThemAll https://t.co/1qT9ebnDak"
2020-04-19 23:29:09,@gary21095307,gary,,4,@estellecostanza @RalfLittle The guy in full PPE waving a sign saying covid-19 . Fuck me
2020-04-19 23:29:07,@FolkiKaren,Karen Folkerts,Northern California,1680,🤮  Sycophant Senator Touts Trump’s Non-Existent Psychic Powers – Rolling Stone https://t.co/GuGIEe6aRE
2020-04-19 23:29:06,@y08a29,كود خصم,,7,Covid-19 https://t.co/h0la6unkZO
2020-04-19 23:29:06,@MMike2016,Mad ProPilot™ Mike,Germany,164,@TeslaStars Yeah somehow we all knew it would eventually happen. Maybe we hoped it would be forgotten because of COVID-19. But you're right: it's important for $TSLA.
2020-04-19 23:29:05,@alickcarvalho,Alick Carvalho,"Manhattan, NY",44,"@TheDemocrats The pubchline:  He dismentalled the WH Office of Pandemic, was caught unprepared when COVID-19 hit USA and did not act swiftly; resulting in 40,000+ deaths."
2020-04-19 23:29:05,@Atheist4Ever1,Atheist4Ever,,512,#accummune #accummune #coronavirus I believe this drug has great the potential to combat Covid-19 most dangerous side effects. #inflammation of the lungs.
2020-04-19 23:29:05,@egg_rice,卵かけ　ごはん（死ぬこと以外かすり傷）,山梨県,8440,Why Japan gets no Covid-19 respect - Asia Times https://t.co/W7btMFj7V3
2020-04-19 23:29:05,@SMCHealthAlert,San Miguel County Public Health and Environment,"San Miguel County, Colorado",241,Four new cases of COVID-19 this weekend in San Miguel County traced to one man; total in county is 17 cases. News release: https://t.co/e171tAuMWv #coronavirussanmiguelcounty
2020-04-19 23:29:05,@_fivetwoo,shay .,"Houston, TX",437,"When COVID-19 over with, some of y’all need to keep wearing mask because y’all breath stank."
2020-04-19 23:29:04,@SardhiqeDaniels,SADIQ SHITTU,Ibeju-Lekki ,481,@NCDCgov Nigeria's Covid-19 situation is starting to turn into Lagos lottery:  e fit be you o! Dead to Discharged ratio stands at roughly 1:9; not a good sign at all. More reason why every available resource needs to be deployed into managing &amp; effectively dealing with this whole crisis.
2020-04-19 23:29:04,@GauravKhairat,#GauravKhairat 🇮🇳,India,611,Thank you very much.. @narendramodi @AmitShah @narendramodi_in @PMOIndia @AmitShahOffice @HMOIndia @shaurya_doval @indfoundation @vifindia @swadeshimanch Need to convert COVID-19 into opportunity; restart highways construction on war footing: Nitin Gadkari https://t.co/W2rlwPidXP https://t.co/pNmrA2tewU
2020-04-19 23:29:04,@KH19960316,備忘録,,34,"It has been 7years since I resoluted to be CPA. Fullly appreciate your cordinal hospitality. Recently not only my current tasks , but also bussiness conditions fluctuate continually due to covid-19. Even though, I'll venture anything without being afraid of facing new things."
2020-04-19 23:29:04,@Cyberlutions,Cyberlutions®,Australia,2552,Scam alert! Fake news from a fake Fox News Article promoting Cannabidiol (CBD) oil as a treatment for coronavirus.  https://t.co/OBuAnIWdrY . . . . . #coronavirus #coronavirusscam #pandemic #COVID19 #phishingscam #fraudalert #fraudsters #scamlikely #scammeralert #selfishpeople https://t.co/StHgoXs74W
2020-04-19 23:29:03,@NofNews_Ghana,NetworkOfNews Ghana,Ghana,1438,"As Ghana continues her fight against the Coronavirus pandemic, 2017 CIMG Rural Bank of the Year, Odotobri Rural Bank on Friday donated... https://t.co/hKNUdAY92x"
2020-04-19 23:29:03,@SemTechIT,SemTech IT Solutions,"Longwood, FL",161,Using Microsoft Teams During The COVID-19 Pandemic https://t.co/aM5Rhti1fO https://t.co/caLsZwRQWl
